SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,DAYS_BIRTH,PREV_AMT_APPLICATION_MEAN,PREV_AMT_CREDIT_MEAN,NUM_PREV_LOANS,HAS_PREV_LOANS
100070,0,Cash loans,M,540000,1227901.5,-20544,149765.445,133715.25,2,1
100071,0,Cash loans,F,180000,1663987.5,-20121,408946.5,420707.25,1,1
100072,0,Cash loans,M,180000,1080000,-7907,200624.625,195275.625,3.333333333,1
100073,0,Cash loans,M,324000,1130760,-22843,319473,327809.375,3,1
100075,0,Cash loans,F,112500,95940,-12240,107685,122695.2,2.333333333,1
100076,0,Cash loans,M,180000,315000,-13866,0,0,0,1
100077,0,Cash loans,M,180000,1256400,-12049,36460.425,40477.36875,6.5,1
100078,0,Cash loans,F,180000,1035000,-19550,374625,395316,2.75,1
100079,0,Revolving loans,M,225000,270000,-15359,82402.5,77365.5,3,1
100080,0,Revolving loans,F,157500,450000,-11956,206716.5,233542.35,3.5,1
100081,0,Cash loans,M,180000,450000,-10848,46755,45544.5,1,1
100082,0,Cash loans,M,180000,450000,-12009,561821.4857,589101.6571,5,1
100083,0,Cash loans,M,103500,573628.5,-15406,68560.5,104206.5,1,1
100084,0,Cash loans,M,225000,495351,-14860,117613.125,139784.625,1.75,1
100085,0,Cash loans,M,157500,755190,-11187,52891.875,54545.625,1.5,1
100086,0,Cash loans,F,135000,675000,-14264,51727.23,88987.23,2.333333333,1
100087,0,Cash loans,F,202500,1288350,-17542,110900.25,107287.875,1.25,1
100088,0,Revolving loans,F,112500,135000,-19467,346950,376677,1,1
100089,0,Cash loans,M,135000,337761,-9666,151050,170691.75,1.333333333,1
100093,0,Cash loans,F,94500,585000,-18253,181213.0313,202226.9063,2.5,1
100094,0,Cash loans,F,108000,113760,-22935,87205.5,69763.5,1,1
100095,0,Revolving loans,F,67500,135000,-18693,37300.5,37300.5,1.5,1
100096,1,Cash loans,F,81000,252000,-24794,0,0,0,1
100097,0,Cash loans,M,157500,760225.5,-17527,87727.5,84354.75,1,1
100098,0,Revolving loans,M,225000,270000,-17390,63353,83492,2.333333333,1
100099,0,Cash loans,F,360000,733315.5,-23032,678828.4463,730688.25,3,1
100100,0,Cash loans,M,202500,796396.5,-15909,109524.5,141242,1.666666667,1
100101,0,Cash loans,F,202500,343377,-18138,229024,234992.5,1.666666667,1
100102,0,Cash loans,F,126000,327024,-14321,0,0,0,1
100103,0,Cash loans,F,72000,450000,-21112,112792.5,115200,2,1
100104,0,Cash loans,F,90000,547344,-18556,29506.5,26554.5,1,1
100105,0,Cash loans,F,193500,225000,-19810,108907.7625,105055.7625,3.5,1
100108,0,Cash loans,F,171000,545040,-12780,125955,122895,1,1
100110,0,Cash loans,M,135000,373140,-10744,68442.75,76599,2,1
100111,0,Cash loans,F,112500,862560,-10485,90984.6825,91563.75,3,1
100112,1,Cash loans,M,315000,953460,-10199,52826.25,137059.5,2,1
100113,0,Cash loans,M,76500,135000,-15137,64701.75,64746.75,2,1
100114,0,Cash loans,F,135000,284400,-10734,62842.5,67101.75,1,1
100115,0,Cash loans,F,90000,315000,-15371,49717.5,50565,1.333333333,1
100116,0,Cash loans,F,243000,900000,-14751,251931.45,311480.175,3.75,1
100118,0,Cash loans,F,90000,675000,-22471,181172.7,169998.75,1,1
100119,0,Revolving loans,F,54000,180000,-11142,34020,36715.5,1,1
100120,0,Cash loans,F,135000,781920,-9650,0,0,1,1
100121,0,Cash loans,M,126000,787131,-16798,34705.485,37009.5,1,1
100122,0,Cash loans,F,76500,808650,-10954,1260000,1376668.5,1.333333333,1
100123,0,Cash loans,F,103500,675000,-23719,226647.75,251298,2,1
100124,0,Cash loans,M,225000,448272,-24051,104124.3214,118864.4732,3.25,1
100125,0,Cash loans,F,126000,263686.5,-21613,158996.82,156969,3,1
100126,0,Revolving loans,M,135000,180000,-12900,180002.25,170624.25,1,1
100127,0,Cash loans,M,112500,52128,-21341,29205,176124.375,1.5,1
100129,0,Revolving loans,F,85500,135000,-9415,0,0,0,1
100130,1,Cash loans,F,157500,723996,-10526,104991.75,114842.25,1,1
100131,0,Cash loans,F,270000,891072,-13830,112500,442028.25,2,1
100132,0,Cash loans,F,202500,1136439,-23656,265531.5,283563,1,1
100133,0,Cash loans,F,67500,384048,-9207,48301.5,57214.5,1,1
100134,0,Revolving loans,F,202500,180000,-10085,0,0,0,1
100135,0,Cash loans,M,135000,391194,-19829,187589.625,236492.7188,3,1
100136,0,Cash loans,M,157500,1571931,-15949,632247.75,666895.5,1,1
100137,0,Cash loans,F,225000,891072,-20284,372543.75,409535.625,2.75,1
100138,0,Cash loans,M,135000,824823,-14339,76943.25,81733.5,2,1
100139,0,Cash loans,F,157500,302341.5,-13286,57183.28571,67876.85714,3.666666667,1
100140,0,Revolving loans,F,157500,675000,-9223,0,0,0,1
100142,0,Cash loans,M,360000,579195,-13379,295417.5,326616,3,1
100143,0,Revolving loans,M,162000,270000,-22881,196852.5,212234.625,1.5,1
100144,0,Cash loans,F,112500,535500,-16759,28237.5,53547.9,2.75,1
100145,0,Cash loans,F,202500,260725.5,-16282,276140.3625,311580.5625,1.5,1
100146,0,Cash loans,M,117000,327024,-22959,197361,239697,1,1
100147,0,Cash loans,F,135000,518562,-16142,279306.75,296434.3125,2.25,1
100148,0,Cash loans,F,247500,755190,-16340,368167.5,432079.875,1.5,1
100149,0,Cash loans,M,171000,539590.5,-9203,55741.5,61627.5,1,1
100151,0,Cash loans,M,135000,182016,-16522,195000,198358.5,3,1
100152,0,Cash loans,F,157500,254412,-16083,327615.2813,415910.5313,2.75,1
100153,0,Cash loans,M,202500,1107981,-18413,206602.25,239447.25,2.333333333,1
100154,0,Revolving loans,M,144000,180000,-12157,107374.5,106863.75,2,1
100155,0,Cash loans,M,157500,675000,-11944,94770,94770,1,1
100156,0,Cash loans,F,157500,945000,-14235,39280.8375,37787.9625,1.5,1
100157,0,Cash loans,M,180000,1755000,-16086,40485.5,182974.5,1.666666667,1
100158,0,Cash loans,M,180000,590337,-12348,91654.5,98587.5,1,1
100159,0,Cash loans,F,225000,1515415.5,-14645,102198,107200.5,1,1
100160,1,Cash loans,M,292500,675000,-16667,150264,150264,1,1
100161,0,Cash loans,F,90000,370629,-16219,65925,69408,1,1
100162,0,Cash loans,F,112500,547344,-21061,347535,370481.625,3,1
100163,0,Cash loans,F,130500,550489.5,-19718,242226,241596,1,1
100164,0,Cash loans,F,450000,407434.5,-16097,244061.5,251711,2.333333333,1
100165,0,Cash loans,F,175500,1293502.5,-21961,271478.8125,298749.9375,2.5,1
100166,0,Cash loans,F,58500,152820,-14359,51927.1875,53290.6875,1.75,1
100167,0,Cash loans,F,180000,427500,-15127,165203.9696,177537.2625,2.5,1
100173,0,Cash loans,F,117000,781920,-11633,27146.25,46191.375,1.5,1
100174,0,Revolving loans,F,180000,225000,-14597,138483,96934.5,1,1
100175,0,Cash loans,F,202500,1251072,-16296,31005,25929,1,1
100176,0,Cash loans,F,135000,1078200,-17682,125977.5,123504.75,1,1
100177,0,Cash loans,M,112500,312682.5,-14311,206622,247927.5,1,1
100178,0,Cash loans,F,119250,679500,-19286,319750,320014.5,1.666666667,1
100179,0,Cash loans,F,202500,675000,-11375,237998.5,245889.5,1.666666667,1
100180,0,Cash loans,F,315000,1288350,-15581,285315,346491.75,2,1
100181,1,Cash loans,F,157500,245619,-17538,51390,99945.75,2.25,1
100182,0,Revolving loans,F,112500,135000,-13558,43984.5,59661,1.333333333,1
100183,0,Cash loans,F,103500,239850,-24729,34470,33025.5,1,1
100185,0,Cash loans,M,58500,187704,-20215,251997,262235.625,4.5,1
100186,0,Cash loans,F,117000,269550,-21861,63720,60828.75,1,1
100188,0,Cash loans,F,225000,1325475,-15323,537300,553353.75,1.5,1
100189,0,Cash loans,F,135000,263844,-16807,355500,362928,2,1
100190,0,Cash loans,M,162000,263686.5,-13972,148125,209067.9375,2.75,1
100191,0,Cash loans,F,112500,544491,-21819,90336,91429.5,1.333333333,1
100192,1,Cash loans,F,111915,225000,-7989,0,0,0,1
100193,0,Cash loans,F,225000,296280,-17879,46816.875,49508.775,3.666666667,1
100194,0,Revolving loans,F,157500,315000,-12805,151447.5,166316.25,1.666666667,1
100195,0,Cash loans,M,90000,336150,-10887,0,0,0,1
100196,0,Cash loans,F,164250,755190,-11568,64342.425,66789.45,2.666666667,1
100197,0,Cash loans,F,157500,497520,-12019,322054.35,361925.475,3.666666667,1
100198,0,Cash loans,M,135000,531000,-13116,35762.25,36067.125,2.333333333,1
100199,0,Cash loans,F,112500,269550,-20858,163278,177286.5,1,1
100200,0,Cash loans,F,216000,450000,-16891,106796.25,107195.625,1.25,1
100201,0,Cash loans,F,180000,675000,-12147,78834.40313,84349.125,4.25,1
100202,0,Cash loans,F,67500,127350,-22994,19462.5,20006.25,2,1
100203,0,Cash loans,F,54000,119925,-25104,0,0,0,1
100204,0,Cash loans,F,81000,532494,-19525,144868.5,141853.5,1,1
100205,0,Cash loans,F,63000,808650,-18302,142650,154105.5,1,1
100206,0,Cash loans,M,157500,318528,-12027,208573.7063,211521.3188,3,1
100207,0,Cash loans,F,157500,700830,-16518,45000,45000,1,1
100208,0,Cash loans,M,180000,888840,-12648,146246.625,146246.625,4,1
100209,1,Revolving loans,M,180000,540000,-15326,52065,47792.25,1.5,1
100210,0,Cash loans,F,202500,771493.5,-16475,31708.5,33631.5,1,1
100211,0,Cash loans,M,225000,746280,-14033,153648,170959.5,1.5,1
100213,0,Cash loans,F,49500,278460,-13873,45000,45000,1,1
100214,1,Cash loans,F,202500,436032,-10127,81547.65,84440.4,1.333333333,1
100215,0,Cash loans,F,90000,227520,-21703,102474,106774.875,1.25,1
100216,0,Cash loans,F,90000,67500,-19785,101137.5,101137.5,1,1
100217,0,Cash loans,F,180000,254700,-13620,179374.125,253200.75,2,1
100218,0,Cash loans,M,337500,876078,-13210,128637.75,127773.75,2,1
100219,0,Cash loans,M,315000,2250000,-11177,90000,90000,2,1
100220,0,Cash loans,F,225000,1040985,-14823,99417,119586,2,1
100221,0,Cash loans,F,225000,684054,-23656,204484.5357,207951.7857,4.666666667,1
100224,0,Cash loans,F,225000,1256400,-14091,76663.5,75502.5,1,1
100225,0,Cash loans,M,157500,720000,-14144,58497,58695.375,2.5,1
100226,0,Revolving loans,F,112500,270000,-13584,156314.25,153257.25,1.333333333,1
100227,0,Cash loans,M,292500,1024740,-10010,60951,59172,2,1
100228,0,Cash loans,F,121500,1102500,-13957,30000,33529.5,1.333333333,1
100229,0,Cash loans,F,157500,544491,-17947,30436.5,29634,1.333333333,1
100230,0,Revolving loans,F,135000,405000,-19070,82678.5,82278,2.333333333,1
100231,0,Cash loans,M,108000,912240,-17850,110584.125,111017.25,1.25,1
100233,0,Cash loans,F,216000,679671,-18341,148640.5313,164261.7188,2.75,1
100234,0,Revolving loans,F,67500,180000,-16614,111465,135004.5,1,1
100235,0,Cash loans,F,135000,364896,-15887,129937.5,164183.9063,3.5,1
100236,0,Cash loans,M,112500,312768,-23187,0,0,0,1
100237,0,Cash loans,F,144000,1288350,-13803,127170,46971,1,1
100238,0,Cash loans,M,135000,781920,-12994,51987.825,45778.5,1.5,1
100239,0,Cash loans,F,225000,1483231.5,-20191,84290.17857,123641.0357,4.666666667,1
100240,0,Cash loans,M,135000,590337,-11978,142402.5,159600.375,2.333333333,1
100242,0,Cash loans,M,90000,101880,-20945,34110.9,33736.5,1,1
100243,0,Cash loans,M,112500,161730,-9720,69742.96875,92899.125,3.25,1
100244,0,Cash loans,M,247500,447768,-17103,169650,212454,1,1
100246,1,Cash loans,F,135000,495216,-12824,33960,38230.5,1,1
100247,0,Cash loans,F,225000,402939,-19914,388648.4063,432027.8438,2.5,1
100248,0,Cash loans,F,90000,808650,-22389,143595,161417.25,1,1
100249,0,Cash loans,F,67500,76410,-15293,27724.1175,27616.1175,1,1
100250,0,Cash loans,F,72000,90000,-11259,58799.2,67518.55,3.333333333,1
100251,0,Cash loans,M,202500,270000,-19530,29191.5,32080.5,1,1
100252,0,Cash loans,F,225000,490495.5,-17715,68440.5,76725,1,1
100254,0,Cash loans,M,292500,1078200,-21646,67500,80251.875,1.5,1
100255,0,Cash loans,M,315000,824544,-15377,259995,245036.25,1.333333333,1
100257,0,Cash loans,F,90000,312768,-23090,97907.625,104339.25,1.5,1
100258,0,Cash loans,F,135000,81000,-16273,105844.5,112995,1,1
100259,0,Cash loans,M,180000,427500,-20672,171600,314801.25,2,1
100260,0,Cash loans,M,180000,180000,-10038,31101.75,50851.6875,1.5,1
100261,0,Cash loans,F,90000,522000,-14974,97279.125,172035.9375,2.75,1
100262,0,Cash loans,M,315000,1575000,-13640,187375.5,203438.25,1,1
100263,0,Cash loans,F,108000,585000,-23456,76338,72463.5,1,1
100264,0,Cash loans,F,121500,1215000,-23037,85509,84573,1,1
100265,0,Cash loans,F,112500,723996,-8302,34555.5,33835.5,1,1
100266,0,Cash loans,F,157500,1256400,-18810,171371.25,317244,1.333333333,1
100267,0,Cash loans,M,225000,675000,-13685,105000,105000,1,1
100268,0,Cash loans,F,85500,225000,-10571,34214.625,37118.25,2,1
100269,0,Cash loans,M,180000,427450.5,-11180,108000,129384,2,1
100270,0,Revolving loans,F,90000,337500,-21497,148214.6419,147640.2356,4,1
100272,0,Revolving loans,F,135000,180000,-9135,40850.2125,45396,1.666666667,1
100273,1,Cash loans,F,157500,1710000,-23127,309500,353036.5,3.333333333,1
100274,0,Cash loans,M,308250,1305000,-15612,563343.75,689026.5,1,1
100275,0,Cash loans,F,108000,646920,-23650,185806.5,189199.5,2,1
100276,0,Cash loans,F,135000,497520,-12246,173200.5,216740.25,1,1
100277,0,Cash loans,M,67500,364896,-21812,91800,82620,1,1
100279,0,Cash loans,M,180000,254700,-23946,126825.75,141407.625,2.75,1
100281,0,Cash loans,F,112500,675000,-17957,127642.5,141727.5,2,1
100282,1,Revolving loans,F,73341,135000,-9157,0,0,0,1
100283,0,Cash loans,F,135000,747000,-12585,59049,53037,1,1
100284,0,Cash loans,M,180000,675000,-14445,75670.875,189375.75,1,1
100285,0,Revolving loans,F,112500,180000,-10755,96144.3,96317.55,1,1
100286,1,Cash loans,M,121500,263686.5,-17847,47385,52389,1,1
100287,0,Cash loans,F,202500,225000,-24891,98175,95857.5,1.666666667,1
100288,0,Cash loans,F,157500,450000,-9907,125045.25,93895.5,2,1
100289,0,Cash loans,M,202500,526491,-14811,99172.5,95188.5,2,1
100290,0,Cash loans,M,135000,224136,-14726,226984.707,299234.1094,5.75,1
100291,0,Cash loans,F,153000,292500,-11881,55153.125,64236.375,1.5,1
100292,0,Cash loans,F,202500,675000,-21185,384801.75,426319.875,1.5,1
100293,0,Cash loans,F,202500,1271281.5,-14247,777735,778780.5,1.333333333,1
100294,0,Cash loans,F,157500,835380,-20984,53328.75,60744,2,1
100295,1,Cash loans,M,225000,1019205,-11356,0,0,0,1
100296,0,Cash loans,M,225000,223884,-17186,124795.5,139692,1.333333333,1
100297,0,Cash loans,M,135000,334152,-10427,70643.25,69013.5,1.666666667,1
100298,0,Cash loans,F,270000,473760,-16223,209874.375,327150.5625,3,1
100299,0,Revolving loans,F,112500,540000,-19045,238399,359839,2,1
100300,1,Cash loans,M,63000,426645,-12209,72605.25,75465,2,1
100301,1,Cash loans,M,112500,571486.5,-8292,127892.541,155999.4,2.333333333,1
100302,0,Cash loans,F,180000,187704,-9105,99417.375,105320.8125,3.75,1
100303,0,Cash loans,F,292500,254700,-24006,168968.1165,183385.4165,5.666666667,1
100304,0,Revolving loans,F,225000,675000,-22794,118633.5,118633.5,1,1
100305,0,Cash loans,M,135000,237024,-9011,109710,115501.5,1,1
100307,0,Cash loans,M,225000,451804.5,-16546,216326.2098,226786.7009,3.5,1
100308,0,Cash loans,M,157500,208512,-14534,95774.625,95764.5,2.5,1
100309,0,Cash loans,F,157500,263686.5,-16098,74736,80253,1,1
100310,0,Cash loans,M,180000,1071000,-14659,112269.25,104161.75,2,1
100313,0,Cash loans,F,87750,1206954,-22510,32685.3,28906.5,1,1
100314,0,Cash loans,M,292500,239850,-10788,158017.5,163097.25,2,1
100315,0,Cash loans,F,121500,288873,-10203,54095.11875,54267.24375,1.25,1
100316,0,Cash loans,F,67500,622413,-15076,12352.5,45416.25,1,1
100317,0,Cash loans,F,180000,630000,-17013,113456.25,138029.3156,6,1
100318,0,Cash loans,F,90000,381528,-9627,0,0,0,1
100319,0,Cash loans,F,135000,781920,-11631,35451,33484.5,1,1
100320,0,Cash loans,M,225000,481855.5,-11996,528518.1825,569109.75,1.666666667,1
100321,0,Cash loans,M,270000,521280,-13534,86197.875,91604.4375,1.75,1
100322,0,Cash loans,M,225000,254700,-19297,164221.0875,155323.125,1.5,1
100323,0,Cash loans,M,450000,1575000,-18213,67437,73372.5,1,1
100324,0,Cash loans,F,112500,152820,-10471,121617.5625,134401.5,1.25,1
100325,0,Cash loans,F,135000,640080,-20385,426498.75,482857.6875,2,1
100326,1,Cash loans,M,36000,284400,-22078,98775,76275,1,1
100327,0,Cash loans,M,180000,407727,-20317,279616.5,312907.25,3.666666667,1
100328,0,Cash loans,F,171000,1270746,-15864,190714.5,207177.75,2,1
100329,0,Cash loans,F,135000,247275,-19997,63832.5,100818,1,1
100332,0,Cash loans,F,157500,545040,-23444,170977.5,107977.5,1,1
100333,0,Cash loans,F,382500,450000,-10442,110368,127293,2.333333333,1
100334,0,Cash loans,M,90000,101880,-18665,135000,143910,1,1
100335,0,Cash loans,F,63000,675000,-23420,65614.5,66402,1,1
100336,1,Cash loans,F,157500,497520,-13989,117528.75,117528.75,1,1
100337,0,Cash loans,F,270000,545040,-9324,104378.4,95377.5,1,1
100338,0,Cash loans,F,270000,630000,-21292,389115.525,420825.75,3.5,1
100339,0,Revolving loans,M,166500,495000,-21535,160312.5,198615.375,2.5,1
100340,0,Cash loans,F,202500,787131,-13080,315000,400045.5,1,1
100341,0,Cash loans,M,76500,545040,-20348,65940.75,66170.25,2,1
100342,0,Cash loans,M,90000,101880,-8400,150025.5,150025.5,1,1
100343,0,Cash loans,M,315000,90000,-10935,266055,295775.25,3.5,1
100344,0,Cash loans,M,112500,225000,-11287,68435,67608,2,1
100345,0,Cash loans,F,157500,450000,-21154,429675,467397,2.333333333,1
100346,0,Cash loans,F,180000,582804,-17674,63750,148045.75,2,1
100347,0,Cash loans,F,81000,640080,-21419,117674.25,193758,2,1
100348,0,Cash loans,F,135000,1223010,-10390,0,0,0,1
100349,0,Cash loans,F,108000,364896,-23338,59436,66757.5,1,1
100350,0,Cash loans,F,112500,481495.5,-22759,282295.5,321173.775,3.333333333,1
100351,0,Cash loans,F,69750,675000,-22606,100036.125,168093,4,1
100353,0,Cash loans,F,81000,536917.5,-17941,16598.25,18058.5,1,1
100354,0,Revolving loans,F,112500,135000,-9259,150181.5,160776,1.333333333,1
100355,0,Cash loans,M,315000,946503,-9178,221193,225899.25,1.666666667,1
100356,0,Cash loans,F,180000,188685,-21140,118389,127231.5,1,1
100357,0,Revolving loans,F,225000,180000,-9166,134950.5,127867.5,1,1
100359,0,Cash loans,M,112500,226908,-14923,32757.75,31875.75,1,1
100360,0,Revolving loans,F,67500,202500,-19676,69750,75825,1.5,1
100361,0,Cash loans,M,270000,1800000,-17099,112500,123637.5,1,1
100362,0,Cash loans,F,157500,807984,-17438,272161.125,279648.225,2,1
100363,0,Cash loans,F,360000,493497,-14882,114927.75,123860.25,2,1
100364,0,Cash loans,F,315000,1024290,-17498,98136,115184.25,2.5,1
100365,0,Cash loans,F,247500,517788,-20435,409903.875,461874.375,1.75,1
100366,0,Revolving loans,M,765000,1350000,-11788,0,0,0,1
100368,0,Cash loans,F,166500,675000,-11285,0,37500,1.333333333,1
100369,0,Cash loans,F,157500,528633,-19323,182290.5,184411,1.666666667,1
100370,0,Cash loans,F,45000,448056,-23195,90937.3,101522.25,3.333333333,1
100371,0,Cash loans,F,450000,808650,-14768,117127.6875,125550,1.5,1
100372,0,Cash loans,F,90000,531000,-21909,84555,79866,1,1
100373,0,Cash loans,F,225000,906228,-15013,115695,115119,1,1
100374,0,Cash loans,F,112500,1308964.5,-14975,126578.25,147915,2,1
100375,0,Cash loans,M,180000,942300,-21552,76005,92056.5,1,1
100376,0,Cash loans,M,360000,254700,-18831,337500,384277.5,1,1
100377,0,Cash loans,M,157500,239850,-14252,123527.25,135931.5,1.5,1
100378,0,Cash loans,F,247500,808650,-15017,211247.61,213875.25,3,1
100379,0,Cash loans,M,112500,942300,-19003,56608,50854.25,2,1
100380,0,Cash loans,F,630000,900000,-15023,62955,65020.5,1,1
100381,0,Cash loans,F,121500,302544,-11223,101247.75,114489,1,1
100383,0,Cash loans,M,180000,640080,-13754,64755.9604,70600.32201,6.75,1
100387,0,Cash loans,M,292500,1095817.5,-13299,215865,221884.5,2.333333333,1
100388,0,Cash loans,F,99000,518562,-18929,42440.25,41575.5,1.666666667,1
100389,0,Cash loans,M,247500,1971072,-14216,95053.5,87527.25,1,1
100390,0,Cash loans,F,90000,555273,-11799,0,0,0,1
100391,0,Cash loans,F,153000,808650,-18315,30240,28854,1,1
100392,0,Revolving loans,M,180000,180000,-12325,58320,62095.5,1,1
100393,0,Cash loans,M,405000,2250000,-14966,225000,694602,1.5,1
100394,0,Cash loans,M,112500,178290,-23721,77145,81561.48214,4,1
100395,0,Cash loans,M,225000,888840,-16719,61992,64397.25,2,1
100396,1,Cash loans,M,112500,417024,-13707,17055,16402.5,1,1
100397,0,Cash loans,F,144000,1417185,-22767,1395000,1512879.75,1,1
100398,0,Cash loans,F,81000,180000,-20010,25873.125,43594.125,2,1
100400,0,Cash loans,F,270000,536917.5,-23187,179823,195949.5,1,1
100401,1,Cash loans,F,202500,343683,-20200,15284.25,14096.25,1,1
100402,0,Cash loans,F,81000,276277.5,-19780,45000,52366.5,1,1
100403,0,Cash loans,M,315000,1350000,-10615,173343,173343,1.333333333,1
100405,0,Cash loans,M,180000,450000,-8598,78146.25,73421.25,1.666666667,1
100406,0,Cash loans,F,135000,468648,-20846,215594.0625,239363.625,4,1
100407,0,Cash loans,F,157500,521280,-11582,150412.5,149440.5,1,1
100408,0,Cash loans,F,81000,454500,-15781,56260.5,56199,1,1
100409,0,Cash loans,M,112500,454500,-10547,44812.5,43020,1.333333333,1
100410,0,Cash loans,F,180000,1258650,-14239,382497.1875,429955.0313,2.75,1
100411,0,Cash loans,M,450000,1035832.5,-19410,98766,104643,1,1
100412,0,Cash loans,F,135000,318528,-11039,55338,60390,1.333333333,1
100413,0,Cash loans,M,90000,90000,-22768,57026.25,53663.625,1.5,1
100414,0,Cash loans,F,112500,533304,-12360,21411.876,30186.726,2.666666667,1
100415,0,Cash loans,F,112500,792162,-13552,127993.5,89842.5,1,1
100417,0,Cash loans,F,180000,755190,-16129,23205,50995.5,3,1
100418,0,Cash loans,F,135000,521280,-13284,42607.5,68313,1,1
100419,0,Cash loans,F,112500,454500,-20434,30656.25,30318.75,1,1
