SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,DAYS_BIRTH,PREV_AMT_APPLICATION_MEAN,PREV_AMT_CREDIT_MEAN,NUM_PREV_LOANS,HAS_PREV_LOANS
100137,0,Cash loans,F,225000.0,891072.0,-20284,372543.75,409535.625,2.75,1
100138,0,Cash loans,M,135000.0,824823.0,-14339,76943.25,81733.5,2.0,1
100139,0,Cash loans,F,157500.0,302341.5,-13286,57183.28571,67876.85714,3.666666667,1
100140,0,Revolving loans,F,157500.0,675000.0,-9223,0.0,0.0,0.0,1
100142,0,Cash loans,M,360000.0,579195.0,-13379,295417.5,326616.0,3.0,1
100143,0,Revolving loans,M,162000.0,270000.0,-22881,196852.5,212234.625,1.5,1
100144,0,Cash loans,F,112500.0,535500.0,-16759,28237.5,53547.9,2.75,1
100145,0,Cash loans,F,202500.0,260725.5,-16282,276140.3625,311580.5625,1.5,1
100146,0,Cash loans,M,117000.0,327024.0,-22959,197361.0,239697.0,1.0,1
100147,0,Cash loans,F,135000.0,518562.0,-16142,279306.75,296434.3125,2.25,1
100148,0,Cash loans,F,247500.0,755190.0,-16340,368167.5,432079.875,1.5,1
100149,0,Cash loans,M,171000.0,539590.5,-9203,55741.5,61627.5,1.0,1
100151,0,Cash loans,M,135000.0,182016.0,-16522,195000.0,198358.5,3.0,1
100152,0,Cash loans,F,157500.0,254412.0,-16083,327615.2813,415910.5313,2.75,1
100153,0,Cash loans,M,202500.0,1107981.0,-18413,206602.25,239447.25,2.333333333,1
100154,0,Revolving loans,M,144000.0,180000.0,-12157,107374.5,106863.75,2.0,1
100155,0,Cash loans,M,157500.0,675000.0,-11944,94770.0,94770.0,1.0,1
100156,0,Cash loans,F,157500.0,945000.0,-14235,39280.8375,37787.9625,1.5,1
100157,0,Cash loans,M,180000.0,1755000.0,-16086,40485.5,182974.5,1.666666667,1
100158,0,Cash loans,M,180000.0,590337.0,-12348,91654.5,98587.5,1.0,1
100159,0,Cash loans,F,225000.0,1515415.5,-14645,102198.0,107200.5,1.0,1
100160,1,Cash loans,M,292500.0,675000.0,-16667,150264.0,150264.0,1.0,1
100161,0,Cash loans,F,90000.0,370629.0,-16219,65925.0,69408.0,1.0,1
100162,0,Cash loans,F,112500.0,547344.0,-21061,347535.0,370481.625,3.0,1
100163,0,Cash loans,F,130500.0,550489.5,-19718,242226.0,241596.0,1.0,1
100164,0,Cash loans,F,450000.0,407434.5,-16097,244061.5,251711.0,2.333333333,1
100165,0,Cash loans,F,175500.0,1293502.5,-21961,271478.8125,298749.9375,2.5,1
100166,0,Cash loans,F,58500.0,152820.0,-14359,51927.1875,53290.6875,1.75,1
100167,0,Cash loans,F,180000.0,427500.0,-15127,165203.9696,177537.2625,2.5,1
100173,0,Cash loans,F,117000.0,781920.0,-11633,27146.25,46191.375,1.5,1
100174,0,Revolving loans,F,180000.0,225000.0,-14597,138483.0,96934.5,1.0,1
100175,0,Cash loans,F,202500.0,1251072.0,-16296,31005.0,25929.0,1.0,1
100176,0,Cash loans,F,135000.0,1078200.0,-17682,125977.5,123504.75,1.0,1
100177,0,Cash loans,M,112500.0,312682.5,-14311,206622.0,247927.5,1.0,1
100178,0,Cash loans,F,119250.0,679500.0,-19286,319750.0,320014.5,1.666666667,1
100179,0,Cash loans,F,202500.0,675000.0,-11375,237998.5,245889.5,1.666666667,1
100180,0,Cash loans,F,315000.0,1288350.0,-15581,285315.0,346491.75,2.0,1
100181,1,Cash loans,F,157500.0,245619.0,-17538,51390.0,99945.75,2.25,1
100182,0,Revolving loans,F,112500.0,135000.0,-13558,43984.5,59661.0,1.333333333,1
100183,0,Cash loans,F,103500.0,239850.0,-24729,34470.0,33025.5,1.0,1
100185,0,Cash loans,M,58500.0,187704.0,-20215,251997.0,262235.625,4.5,1
100186,0,Cash loans,F,117000.0,269550.0,-21861,63720.0,60828.75,1.0,1
100188,0,Cash loans,F,225000.0,1325475.0,-15323,537300.0,553353.75,1.5,1
100189,0,Cash loans,F,135000.0,263844.0,-16807,355500.0,362928.0,2.0,1
100190,0,Cash loans,M,162000.0,263686.5,-13972,148125.0,209067.9375,2.75,1
100191,0,Cash loans,F,112500.0,544491.0,-21819,90336.0,91429.5,1.333333333,1
100192,1,Cash loans,F,111915.0,225000.0,-7989,0.0,0.0,0.0,1
100193,0,Cash loans,F,225000.0,296280.0,-17879,46816.875,49508.775,3.666666667,1
100194,0,Revolving loans,F,157500.0,315000.0,-12805,151447.5,166316.25,1.666666667,1
100195,0,Cash loans,M,90000.0,336150.0,-10887,0.0,0.0,0.0,1
100196,0,Cash loans,F,164250.0,755190.0,-11568,64342.425,66789.45,2.666666667,1
100197,0,Cash loans,F,157500.0,497520.0,-12019,322054.35,361925.475,3.666666667,1
100198,0,Cash loans,M,135000.0,531000.0,-13116,35762.25,36067.125,2.333333333,1
100199,0,Cash loans,F,112500.0,269550.0,-20858,163278.0,177286.5,1.0,1
100200,0,Cash loans,F,216000.0,450000.0,-16891,106796.25,107195.625,1.25,1
100201,0,Cash loans,F,180000.0,675000.0,-12147,78834.40313,84349.125,4.25,1
100202,0,Cash loans,F,67500.0,127350.0,-22994,19462.5,20006.25,2.0,1
100203,0,Cash loans,F,54000.0,119925.0,-25104,0.0,0.0,0.0,1
100204,0,Cash loans,F,81000.0,532494.0,-19525,144868.5,141853.5,1.0,1
100205,0,Cash loans,F,63000.0,808650.0,-18302,142650.0,154105.5,1.0,1
100206,0,Cash loans,M,157500.0,318528.0,-12027,208573.7063,211521.3188,3.0,1
100207,0,Cash loans,F,157500.0,700830.0,-16518,45000.0,45000.0,1.0,1
100208,0,Cash loans,M,180000.0,888840.0,-12648,146246.625,146246.625,4.0,1
100209,1,Revolving loans,M,180000.0,540000.0,-15326,52065.0,47792.25,1.5,1
100210,0,Cash loans,F,202500.0,771493.5,-16475,31708.5,33631.5,1.0,1
100211,0,Cash loans,M,225000.0,746280.0,-14033,153648.0,170959.5,1.5,1
100213,0,Cash loans,F,49500.0,278460.0,-13873,45000.0,45000.0,1.0,1
100214,1,Cash loans,F,202500.0,436032.0,-10127,81547.65,84440.4,1.333333333,1
100215,0,Cash loans,F,90000.0,227520.0,-21703,102474.0,106774.875,1.25,1
100216,0,Cash loans,F,90000.0,67500.0,-19785,101137.5,101137.5,1.0,1
100217,0,Cash loans,F,180000.0,254700.0,-13620,179374.125,253200.75,2.0,1
100218,0,Cash loans,M,337500.0,876078.0,-13210,128637.75,127773.75,2.0,1
100219,0,Cash loans,M,315000.0,2250000.0,-11177,90000.0,90000.0,2.0,1
100220,0,Cash loans,F,225000.0,1040985.0,-14823,99417.0,119586.0,2.0,1
100221,0,Cash loans,F,225000.0,684054.0,-23656,204484.5357,207951.7857,4.666666667,1
100224,0,Cash loans,F,225000.0,1256400.0,-14091,76663.5,75502.5,1.0,1
100225,0,Cash loans,M,157500.0,720000.0,-14144,58497.0,58695.375,2.5,1
100226,0,Revolving loans,F,112500.0,270000.0,-13584,156314.25,153257.25,1.333333333,1
100227,0,Cash loans,M,292500.0,1024740.0,-10010,60951.0,59172.0,2.0,1
100228,0,Cash loans,F,121500.0,1102500.0,-13957,30000.0,33529.5,1.333333333,1
100229,0,Cash loans,F,157500.0,544491.0,-17947,30436.5,29634.0,1.333333333,1
100230,0,Revolving loans,F,135000.0,405000.0,-19070,82678.5,82278.0,2.333333333,1
100231,0,Cash loans,M,108000.0,912240.0,-17850,110584.125,111017.25,1.25,1
100233,0,Cash loans,F,216000.0,679671.0,-18341,148640.5313,164261.7188,2.75,1
100234,0,Revolving loans,F,67500.0,180000.0,-16614,111465.0,135004.5,1.0,1
100235,0,Cash loans,F,135000.0,364896.0,-15887,129937.5,164183.9063,3.5,1
100236,0,Cash loans,M,112500.0,312768.0,-23187,0.0,0.0,0.0,1
100237,0,Cash loans,F,144000.0,1288350.0,-13803,127170.0,46971.0,1.0,1
100238,0,Cash loans,M,135000.0,781920.0,-12994,51987.825,45778.5,1.5,1
100239,0,Cash loans,F,225000.0,1483231.5,-20191,84290.17857,123641.0357,4.666666667,1
100240,0,Cash loans,M,135000.0,590337.0,-11978,142402.5,159600.375,2.333333333,1
100242,0,Cash loans,M,90000.0,101880.0,-20945,34110.9,33736.5,1.0,1
100243,0,Cash loans,M,112500.0,161730.0,-9720,69742.96875,92899.125,3.25,1
100244,0,Cash loans,M,247500.0,447768.0,-17103,169650.0,212454.0,1.0,1
100246,1,Cash loans,F,135000.0,495216.0,-12824,33960.0,38230.5,1.0,1
100247,0,Cash loans,F,225000.0,402939.0,-19914,388648.4063,432027.8438,2.5,1
100248,0,Cash loans,F,90000.0,808650.0,-22389,143595.0,161417.25,1.0,1
100249,0,Cash loans,F,67500.0,76410.0,-15293,27724.1175,27616.1175,1.0,1
100250,0,Cash loans,F,72000.0,90000.0,-11259,58799.2,67518.55,3.333333333,1
100251,0,Cash loans,M,202500.0,270000.0,-19530,29191.5,32080.5,1.0,1
100252,0,Cash loans,F,225000.0,490495.5,-17715,68440.5,76725.0,1.0,1
100254,0,Cash loans,M,292500.0,1078200.0,-21646,67500.0,80251.875,1.5,1
100255,0,Cash loans,M,315000.0,824544.0,-15377,259995.0,245036.25,1.333333333,1
100257,0,Cash loans,F,90000.0,312768.0,-23090,97907.625,104339.25,1.5,1
100258,0,Cash loans,F,135000.0,81000.0,-16273,105844.5,112995.0,1.0,1
100259,0,Cash loans,M,180000.0,427500.0,-20672,171600.0,314801.25,2.0,1
100260,0,Cash loans,M,180000.0,180000.0,-10038,31101.75,50851.6875,1.5,1
100261,0,Cash loans,F,90000.0,522000.0,-14974,97279.125,172035.9375,2.75,1
100262,0,Cash loans,M,315000.0,1575000.0,-13640,187375.5,203438.25,1.0,1
100263,0,Cash loans,F,108000.0,585000.0,-23456,76338.0,72463.5,1.0,1
100264,0,Cash loans,F,121500.0,1215000.0,-23037,85509.0,84573.0,1.0,1
100265,0,Cash loans,F,112500.0,723996.0,-8302,34555.5,33835.5,1.0,1
100266,0,Cash loans,F,157500.0,1256400.0,-18810,171371.25,317244.0,1.333333333,1
100267,0,Cash loans,M,225000.0,675000.0,-13685,105000.0,105000.0,1.0,1
100268,0,Cash loans,F,85500.0,225000.0,-10571,34214.625,37118.25,2.0,1
100269,0,Cash loans,M,180000.0,427450.5,-11180,108000.0,129384.0,2.0,1
100270,0,Revolving loans,F,90000.0,337500.0,-21497,148214.6419,147640.2356,4.0,1
100272,0,Revolving loans,F,135000.0,180000.0,-9135,40850.2125,45396.0,1.666666667,1
100273,1,Cash loans,F,157500.0,1710000.0,-23127,309500.0,353036.5,3.333333333,1
100274,0,Cash loans,M,308250.0,1305000.0,-15612,563343.75,689026.5,1.0,1
100275,0,Cash loans,F,108000.0,646920.0,-23650,185806.5,189199.5,2.0,1
100276,0,Cash loans,F,135000.0,497520.0,-12246,173200.5,216740.25,1.0,1
100277,0,Cash loans,M,67500.0,364896.0,-21812,91800.0,82620.0,1.0,1
100279,0,Cash loans,M,180000.0,254700.0,-23946,126825.75,141407.625,2.75,1
100281,0,Cash loans,F,112500.0,675000.0,-17957,127642.5,141727.5,2.0,1
100282,1,Revolving loans,F,73341.0,135000.0,-9157,0.0,0.0,0.0,1
100283,0,Cash loans,F,135000.0,747000.0,-12585,59049.0,53037.0,1.0,1
100284,0,Cash loans,M,180000.0,675000.0,-14445,75670.875,189375.75,1.0,1
100285,0,Revolving loans,F,112500.0,180000.0,-10755,96144.3,96317.55,1.0,1
100286,1,Cash loans,M,121500.0,263686.5,-17847,47385.0,52389.0,1.0,1
100287,0,Cash loans,F,202500.0,225000.0,-24891,98175.0,95857.5,1.666666667,1
100288,0,Cash loans,F,157500.0,450000.0,-9907,125045.25,93895.5,2.0,1
100289,0,Cash loans,M,202500.0,526491.0,-14811,99172.5,95188.5,2.0,1
100290,0,Cash loans,M,135000.0,224136.0,-14726,226984.707,299234.1094,5.75,1
100291,0,Cash loans,F,153000.0,292500.0,-11881,55153.125,64236.375,1.5,1
100292,0,Cash loans,F,202500.0,675000.0,-21185,384801.75,426319.875,1.5,1
100293,0,Cash loans,F,202500.0,1271281.5,-14247,777735.0,778780.5,1.333333333,1
100294,0,Cash loans,F,157500.0,835380.0,-20984,53328.75,60744.0,2.0,1
100295,1,Cash loans,M,225000.0,1019205.0,-11356,0.0,0.0,0.0,1
100296,0,Cash loans,M,225000.0,223884.0,-17186,124795.5,139692.0,1.333333333,1
100297,0,Cash loans,M,135000.0,334152.0,-10427,70643.25,69013.5,1.666666667,1
100298,0,Cash loans,F,270000.0,473760.0,-16223,209874.375,327150.5625,3.0,1
100299,0,Revolving loans,F,112500.0,540000.0,-19045,238399.0,359839.0,2.0,1
100300,1,Cash loans,M,63000.0,426645.0,-12209,72605.25,75465.0,2.0,1
100301,1,Cash loans,M,112500.0,571486.5,-8292,127892.541,155999.4,2.333333333,1
100302,0,Cash loans,F,180000.0,187704.0,-9105,99417.375,105320.8125,3.75,1
100303,0,Cash loans,F,292500.0,254700.0,-24006,168968.1165,183385.4165,5.666666667,1
100304,0,Revolving loans,F,225000.0,675000.0,-22794,118633.5,118633.5,1.0,1
100305,0,Cash loans,M,135000.0,237024.0,-9011,109710.0,115501.5,1.0,1
100307,0,Cash loans,M,225000.0,451804.5,-16546,216326.2098,226786.7009,3.5,1
100308,0,Cash loans,M,157500.0,208512.0,-14534,95774.625,95764.5,2.5,1
100309,0,Cash loans,F,157500.0,263686.5,-16098,74736.0,80253.0,1.0,1
100310,0,Cash loans,M,180000.0,1071000.0,-14659,112269.25,104161.75,2.0,1
100313,0,Cash loans,F,87750.0,1206954.0,-22510,32685.3,28906.5,1.0,1
100314,0,Cash loans,M,292500.0,239850.0,-10788,158017.5,163097.25,2.0,1
100315,0,Cash loans,F,121500.0,288873.0,-10203,54095.11875,54267.24375,1.25,1
100316,0,Cash loans,F,67500.0,622413.0,-15076,12352.5,45416.25,1.0,1
100317,0,Cash loans,F,180000.0,630000.0,-17013,113456.25,138029.3156,6.0,1
100318,0,Cash loans,F,90000.0,381528.0,-9627,0.0,0.0,0.0,1
100319,0,Cash loans,F,135000.0,781920.0,-11631,35451.0,33484.5,1.0,1
100320,0,Cash loans,M,225000.0,481855.5,-11996,528518.1825,569109.75,1.666666667,1
100321,0,Cash loans,M,270000.0,521280.0,-13534,86197.875,91604.4375,1.75,1
100322,0,Cash loans,M,225000.0,254700.0,-19297,164221.0875,155323.125,1.5,1
100323,0,Cash loans,M,450000.0,1575000.0,-18213,67437.0,73372.5,1.0,1
100324,0,Cash loans,F,112500.0,152820.0,-10471,121617.5625,134401.5,1.25,1
100325,0,Cash loans,F,135000.0,640080.0,-20385,426498.75,482857.6875,2.0,1
100326,1,Cash loans,M,36000.0,284400.0,-22078,98775.0,76275.0,1.0,1
100327,0,Cash loans,M,180000.0,407727.0,-20317,279616.5,312907.25,3.666666667,1
100328,0,Cash loans,F,171000.0,1270746.0,-15864,190714.5,207177.75,2.0,1
100329,0,Cash loans,F,135000.0,247275.0,-19997,63832.5,100818.0,1.0,1
100332,0,Cash loans,F,157500.0,545040.0,-23444,170977.5,107977.5,1.0,1
100333,0,Cash loans,F,382500.0,450000.0,-10442,110368.0,127293.0,2.333333333,1
100334,0,Cash loans,M,90000.0,101880.0,-18665,135000.0,143910.0,1.0,1
100335,0,Cash loans,F,63000.0,675000.0,-23420,65614.5,66402.0,1.0,1
100336,1,Cash loans,F,157500.0,497520.0,-13989,117528.75,117528.75,1.0,1
100337,0,Cash loans,F,270000.0,545040.0,-9324,104378.4,95377.5,1.0,1
100338,0,Cash loans,F,270000.0,630000.0,-21292,389115.525,420825.75,3.5,1
100339,0,Revolving loans,M,166500.0,495000.0,-21535,160312.5,198615.375,2.5,1
100340,0,Cash loans,F,202500.0,787131.0,-13080,315000.0,400045.5,1.0,1
100341,0,Cash loans,M,76500.0,545040.0,-20348,65940.75,66170.25,2.0,1
100342,0,Cash loans,M,90000.0,101880.0,-8400,150025.5,150025.5,1.0,1
100343,0,Cash loans,M,315000.0,90000.0,-10935,266055.0,295775.25,3.5,1
100344,0,Cash loans,M,112500.0,225000.0,-11287,68435.0,67608.0,2.0,1
100345,0,Cash loans,F,157500.0,450000.0,-21154,429675.0,467397.0,2.333333333,1
100346,0,Cash loans,F,180000.0,582804.0,-17674,63750.0,148045.75,2.0,1
100347,0,Cash loans,F,81000.0,640080.0,-21419,117674.25,193758.0,2.0,1
100348,0,Cash loans,F,135000.0,1223010.0,-10390,0.0,0.0,0.0,1
100349,0,Cash loans,F,108000.0,364896.0,-23338,59436.0,66757.5,1.0,1
100350,0,Cash loans,F,112500.0,481495.5,-22759,282295.5,321173.775,3.333333333,1
100351,0,Cash loans,F,69750.0,675000.0,-22606,100036.125,168093.0,4.0,1
100353,0,Cash loans,F,81000.0,536917.5,-17941,16598.25,18058.5,1.0,1
100354,0,Revolving loans,F,112500.0,135000.0,-9259,150181.5,160776.0,1.333333333,1
100355,0,Cash loans,M,315000.0,946503.0,-9178,221193.0,225899.25,1.666666667,1
100356,0,Cash loans,F,180000.0,188685.0,-21140,118389.0,127231.5,1.0,1
100357,0,Revolving loans,F,225000.0,180000.0,-9166,134950.5,127867.5,1.0,1
100359,0,Cash loans,M,112500.0,226908.0,-14923,32757.75,31875.75,1.0,1
